"{A5D6F2A8-2236-4C0E-8B81-B3F1C153C737}","185000","2004-01-14 00:00","PO41 0QJ","D","N","F","NORTON COTTAGE","","TENNYSON ROAD","","YARMOUTH","ISLE OF WIGHT","ISLE OF WIGHT","A","C"
"{585C6318-1B8A-4D13-94EA-29D9D16272A9}","72500","2004-03-26 00:00","PO38 1LT","F","N","L","50A","FLAT 2","HIGH STREET","","VENTNOR","ISLE OF WIGHT","ISLE OF WIGHT","A","C"
"{D2C20CB6-7EFA-4E8C-A0D4-EAD3AD81F005}","77000","2003-04-17 00:00","PO38 1LT","F","N","L","50A","FLAT 1","HIGH STREET","","VENTNOR","ISLE OF WIGHT","ISLE OF WIGHT","A","C"
"{25EA59F9-D225-4D50-E050-A8C0630562D0}","275000","2007-05-14 00:00","PO32 6BD","S","N","L","THE VICTORIA CENTRE","","YORK AVENUE","","EAST COWES","ISLE OF WIGHT","ISLE OF WIGHT","A","C"
"{25EA59F9-D226-4D50-E050-A8C0630562D0}","450000","2007-10-03 00:00","PO32 6BD","S","N","L","THE VICTORIA CENTRE","","YORK AVENUE","","EAST COWES","ISLE OF WIGHT","ISLE OF WIGHT","A","C"
"{8986E82B-AD3B-4C3D-8428-7BA6167A8D24}","495000","2007-04-30 00:00","PO30 1AY","D","N","F","CASTLE VIEW","3","CLATTERFORD ROAD","","NEWPORT","ISLE OF WIGHT","ISLE OF WIGHT","A","C"
"{C4B36DAC-84E1-450F-98A1-F165E55FBCAF}","155000","2003-05-14 00:00","PO41 0QN","S","N","F","SOUTHFORD","1","TENNYSON ROAD","","YARMOUTH","ISLE OF WIGHT","ISLE OF WIGHT","A","C"
"{064ECECD-4FBB-407F-9465-FE7F1D6A9EF0}","390000","2001-07-31 00:00","PO30 1AY","D","N","F","CASTLE VIEW","3","CLATTERFORD ROAD","","NEWPORT","ISLE OF WIGHT","ISLE OF WIGHT","A","C"
"{34222872-61E8-4D2B-E063-4704A8C07853}","368000","2022-10-13 00:00","PO32 6GQ","D","N","F","29","","ST WILFRED DRIVE","","EAST COWES","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4ABE1A21-061C-4975-B7D8-89723CA14CCB}","85000","2005-06-01 00:00","PO38 1LT","F","N","L","50A","FLAT 1","HIGH STREET","","VENTNOR","ISLE OF WIGHT","ISLE OF WIGHT","A","C"
"{34222873-235C-4D2B-E063-4704A8C07853}","435000","2022-03-18 00:00","PO30 1UX","D","N","F","19","","ST JAMES SQUARE","","NEWPORT","ISLE OF WIGHT","ISLE OF WIGHT","B","A"
"{55BDCAE6-D8B5-521D-E053-6B04A8C0DD7A}","575000","2017-06-30 00:00","PO30 1AY","O","N","F","CASTLE VIEW","3","CLATTERFORD ROAD","","NEWPORT","ISLE OF WIGHT","ISLE OF WIGHT","B","C"
"{045A1898-ACD3-9A24-E063-4804A8C048EA}","330000","2022-01-25 00:00","PO32 6BD","T","N","F","OSBORNE COTTAGE","THISTLEDOWN","YORK AVENUE","","EAST COWES","ISLE OF WIGHT","ISLE OF WIGHT","A","C"
"{34222873-2365-4D2B-E063-4704A8C07853}","355000","2019-04-23 00:00","PO38 3LH","O","N","F","BRIARS BARN","","","ROUD","VENTNOR","ISLE OF WIGHT","ISLE OF WIGHT","B","A"
