"{D7FC0888-1919-43BE-AD32-688F4BA2DE4C}","38500","2002-08-09 00:00","PO33 2RJ","F","N","L","132A","FLAT 2","HIGH STREET","","RYDE","ISLE OF WIGHT","ISLE OF WIGHT","A","C"
"{38EDC0C2-FB44-0F63-E063-4704A8C00424}","210000","2021-09-24 00:00","PO30 2GN","S","N","F","35","","WINTERGREEN GARDENS","","NEWPORT","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{07193622-8F64-4C0A-9F0E-B895C8C520A0}","24000","2001-05-01 00:00","PO33 2RJ","F","N","L","132A","FLAT 2","HIGH STREET","","RYDE","ISLE OF WIGHT","ISLE OF WIGHT","A","C"
"{21E6A356-8D47-49F6-9590-67E5D0EE35EA}","60000","2005-04-11 00:00","PO33 2RJ","F","N","L","132A","FLAT 2","HIGH STREET","","RYDE","ISLE OF WIGHT","ISLE OF WIGHT","A","C"
"{D707E536-7AA1-0AD9-E053-6B04A8C067CC}","285000","2021-10-27 00:00","PO33 1QE","O","N","F","BARN HOUSE","","BULLEN ROAD","","RYDE","ISLE OF WIGHT","ISLE OF WIGHT","B","C"
"{42B22834-49CA-4C16-AED3-BD69687C569B}","30500","2000-06-30 00:00","PO33 2RJ","F","N","L","132A","FLAT 1","HIGH STREET","","RYDE","ISLE OF WIGHT","ISLE OF WIGHT","A","C"
"{42F2FF79-3F47-4B86-85BA-543B32B9FC17}","47000","2000-08-21 00:00","PO33 2RJ","F","N","L","132A","FLAT 3","HIGH STREET","","RYDE","ISLE OF WIGHT","ISLE OF WIGHT","A","C"
"{38EDC0C2-FAB4-0F63-E063-4704A8C00424}","86000","2022-08-31 00:00","PO36 8NZ","F","N","L","32A","","NEWCOMEN ROAD","","SANDOWN","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{38EDC0C2-FB37-0F63-E063-4704A8C00424}","225000","2022-12-16 00:00","PO30 2GH","S","N","F","34","","ANGELICA GROVE","","NEWPORT","ISLE OF WIGHT","ISLE OF WIGHT","B","A"
"{38EDC0C2-FB38-0F63-E063-4704A8C00424}","220000","2022-12-16 00:00","PO30 2GH","S","N","F","30","","ANGELICA GROVE","","NEWPORT","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
