"{4E75C29E-1DC7-8922-E063-4804A8C094D0}","400000","2019-12-19 00:00","PO35 5PP","O","N","F","4","","TURNSTONE DRIVE","","BEMBRIDGE","ISLE OF WIGHT","ISLE OF WIGHT","B","A"
"{4E75C29D-45B6-8922-E063-4804A8C094D0}","176500","2015-11-17 00:00","PO32 6SE","T","N","F","31","","KINGS ROAD","","EAST COWES","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-4680-8922-E063-4804A8C094D0}","232500","2023-05-25 00:00","PO30 2GG","S","N","F","9","","LARKSPUR CLOSE","","NEWPORT","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-468D-8922-E063-4804A8C094D0}","271000","2023-03-10 00:00","PO30 3BS","D","N","F","ROCK COTTAGE","","SANDY LANE","","NEWPORT","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{ED5569D9-2C0A-473A-BFB6-99F282B4326A}","90000","2010-07-05 00:00","PO36 9QX","F","N","L","14","","STATION LANE","","SANDOWN","ISLE OF WIGHT","ISLE OF WIGHT","A","C"
"{326F8E88-0B75-4C90-8BC6-6B9860DAF347}","117500","2008-03-28 00:00","PO36 9BW","F","N","L","29","","STATION AVENUE","","SANDOWN","ISLE OF WIGHT","ISLE OF WIGHT","A","C"
"{4E75C29D-4682-8922-E063-4804A8C094D0}","323500","2024-03-28 00:00","PO38 3FF","S","Y","F","8","","BRINDISI AVENUE","GODSHILL","VENTNOR","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-4686-8922-E063-4804A8C094D0}","378000","2024-12-10 00:00","PO33 4PX","D","N","F","24","","CHURCH ROAD","WOOTTON BRIDGE","RYDE","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29E-1DC9-8922-E063-4804A8C094D0}","17000","2024-11-06 00:00","PO34 5AR","O","N","L","PUCKPOOL PARK","BEACH HUT 69","PUCKPOOL HILL","","SEAVIEW","ISLE OF WIGHT","ISLE OF WIGHT","B","A"
"{4E75C29E-1DCB-8922-E063-4804A8C094D0}","210000","2024-10-29 00:00","PO38 3FN","D","N","F","6","","DENIA WALK","GODSHILL","VENTNOR","ISLE OF WIGHT","ISLE OF WIGHT","B","A"
"{38EDC0C2-FB58-0F63-E063-4704A8C00424}","266000","2024-06-24 00:00","PO33 3RX","D","N","L","27","","KINGS ROAD","BINSTEAD","RYDE","ISLE OF WIGHT","ISLE OF WIGHT","A","D"
"{4E75C29E-1DA2-8922-E063-4804A8C094D0}","215000","2026-02-27 00:00","PO36 0BL","D","N","F","13","","NICHOLAS CLOSE","BRADING","SANDOWN","ISLE OF WIGHT","ISLE OF WIGHT","B","A"
"{4E75C29E-1DA3-8922-E063-4804A8C094D0}","203000","2026-03-18 00:00","PO31 7SL","T","N","F","36","","GORDON ROAD","","COWES","ISLE OF WIGHT","ISLE OF WIGHT","B","A"
"{4E75C29E-1DA7-8922-E063-4804A8C094D0}","80000","2026-01-08 00:00","PO36 8HZ","T","N","L","34","","FITZROY STREET","","SANDOWN","ISLE OF WIGHT","ISLE OF WIGHT","B","A"
"{4E75C29E-1DA9-8922-E063-4804A8C094D0}","42000","2026-03-11 00:00","PO36 8QP","O","N","L","174","","SANDOWN BAY HOLIDAY CENTRE","","SANDOWN","ISLE OF WIGHT","ISLE OF WIGHT","B","A"
"{4E75C29E-1DAA-8922-E063-4804A8C094D0}","630000","2026-01-07 00:00","PO33 3DS","O","N","F","PARTLANDS COURT","","PARTLANDS AVENUE","","RYDE","ISLE OF WIGHT","ISLE OF WIGHT","B","A"
"{4E75C29E-1DAC-8922-E063-4804A8C094D0}","300000","2026-02-16 00:00","PO40 9TQ","O","N","F","GOLDEN HILL NURSERIES & FARM SHOP","","HILL LANE","","FRESHWATER","ISLE OF WIGHT","ISLE OF WIGHT","B","A"
"{4E75C29E-1DAE-8922-E063-4804A8C094D0}","564500","2026-02-17 00:00","PO36 0LZ","O","N","F","THE BRAMBLES","","WINFORD ROAD","NEWCHURCH","SANDOWN","ISLE OF WIGHT","ISLE OF WIGHT","B","A"
"{4E75C29E-1DB1-8922-E063-4804A8C094D0}","212500","2026-03-02 00:00","PO33 2TT","S","N","F","39","","SANDCROFT AVENUE","","RYDE","ISLE OF WIGHT","ISLE OF WIGHT","B","A"
"{4E75C29E-1DB3-8922-E063-4804A8C094D0}","2750000","2026-02-27 00:00","PO30 1XB","O","N","F","43 - 51","","PYLE STREET","","NEWPORT","ISLE OF WIGHT","ISLE OF WIGHT","B","A"
"{4E75C29E-1DB6-8922-E063-4804A8C094D0}","320000","2026-02-25 00:00","PO31 7UZ","S","N","F","5","","ENSIGN CLOSE","","COWES","ISLE OF WIGHT","ISLE OF WIGHT","B","A"
"{4E75C29E-1DC0-8922-E063-4804A8C094D0}","140000","2026-03-20 00:00","PO33 2JB","T","N","F","7","","PLAYER STREET","","RYDE","ISLE OF WIGHT","ISLE OF WIGHT","B","A"
"{4E75C29E-1DC1-8922-E063-4804A8C094D0}","106000","2026-03-13 00:00","PO37 7HU","F","N","L","56A","FLAT 4","LANDGUARD ROAD","","SHANKLIN","ISLE OF WIGHT","ISLE OF WIGHT","B","A"
"{4E75C29D-3AE4-8922-E063-4804A8C094D0}","290000","2025-10-24 00:00","PO33 3QW","S","N","F","5","","TRAFALGAR DRIVE","","RYDE","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-3C10-8922-E063-4804A8C094D0}","260000","2025-06-10 00:00","PO31 8AG","S","N","F","57","","VENNER AVENUE","NORTHWOOD","COWES","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45AF-8922-E063-4804A8C094D0}","490000","2025-09-02 00:00","PO34 5BY","D","N","F","STONECROFT","","GULLY ROAD","","SEAVIEW","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45B0-8922-E063-4804A8C094D0}","262000","2025-09-05 00:00","PO33 3TN","D","N","F","36","","BINSTEAD LODGE ROAD","BINSTEAD","RYDE","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45B5-8922-E063-4804A8C094D0}","320000","2025-03-31 00:00","PO30 1XN","D","N","F","8 - 10","","WATERGATE ROAD","","NEWPORT","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45B9-8922-E063-4804A8C094D0}","478000","2025-10-10 00:00","PO33 1XG","T","N","F","PORT ST. HELENS","1","EMBANKMENT ROAD","ST HELENS","RYDE","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45BA-8922-E063-4804A8C094D0}","225000","2025-10-24 00:00","PO36 8NX","D","N","F","2","","RANELAGH ROAD","LAKE","SANDOWN","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45BE-8922-E063-4804A8C094D0}","233500","2025-10-28 00:00","PO40 9DR","S","N","F","8","","AUDLEY COURT","","FRESHWATER","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45C2-8922-E063-4804A8C094D0}","850000","2025-05-09 00:00","PO39 0ER","D","N","F","BRAMBLEDOWN","","YORK LANE","","TOTLAND BAY","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45C3-8922-E063-4804A8C094D0}","325000","2025-04-28 00:00","PO36 9NL","D","N","F","132","","GREEN LANE","","SANDOWN","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45C5-8922-E063-4804A8C094D0}","198000","2025-03-31 00:00","PO30 5ED","T","N","F","9","","CAESARS ROAD","","NEWPORT","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45C7-8922-E063-4804A8C094D0}","260000","2025-08-22 00:00","PO36 8QT","T","N","F","6","","COASTGUARD COTTAGES","CULVER DOWN","SANDOWN","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45C8-8922-E063-4804A8C094D0}","178000","2025-12-18 00:00","PO38 3JH","T","N","F","38","","YARBOROUGH CLOSE","GODSHILL","VENTNOR","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45CD-8922-E063-4804A8C094D0}","180000","2025-10-20 00:00","PO38 3EE","S","N","L","HILL CREST","","ST JOHNS ROAD","WROXALL","VENTNOR","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45D1-8922-E063-4804A8C094D0}","200000","2025-06-27 00:00","PO32 6PR","S","N","F","14","","JOHN NASH AVENUE","","EAST COWES","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45D2-8922-E063-4804A8C094D0}","460000","2025-05-30 00:00","PO39 0HE","D","N","F","HOLLY LODGE","","WESTON LANE","","TOTLAND BAY","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45D6-8922-E063-4804A8C094D0}","180000","2025-05-14 00:00","PO36 9JA","S","N","F","39","","MANOR ROAD","LAKE","SANDOWN","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45D7-8922-E063-4804A8C094D0}","260000","2025-06-16 00:00","PO30 5GR","T","N","F","10","","KESTREL WAY","","NEWPORT","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45DA-8922-E063-4804A8C094D0}","150000","2025-10-29 00:00","PO31 8HX","D","N","F","19","","BEACHSIDE CHALETS","","COWES","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45DC-8922-E063-4804A8C094D0}","165000","2025-01-24 00:00","PO37 6NY","F","N","L","16","","FLORENCE ROAD","","SHANKLIN","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45DF-8922-E063-4804A8C094D0}","247000","2025-03-07 00:00","PO39 0AL","T","N","F","14","","LANES END","","TOTLAND BAY","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45E1-8922-E063-4804A8C094D0}","106250","2025-05-12 00:00","PO36 8NB","F","N","L","8","FLAT 4","NEW STREET","","SANDOWN","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45E4-8922-E063-4804A8C094D0}","245000","2025-11-07 00:00","PO33 3RJ","D","N","F","ROSEWOOD","","ARNOLD ROAD","BINSTEAD","RYDE","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45EB-8922-E063-4804A8C094D0}","148000","2025-10-10 00:00","PO33 2HZ","T","N","L","36","","WARWICK STREET","","RYDE","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45EF-8922-E063-4804A8C094D0}","1060000","2025-09-10 00:00","PO38 3AE","D","N","F","ISLAND VIEW","","MAIN ROAD","WHITELEY BANK","VENTNOR","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45F4-8922-E063-4804A8C094D0}","260000","2025-09-12 00:00","PO35 5UH","F","N","L","13","","STEYNE ROAD","","BEMBRIDGE","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45F7-8922-E063-4804A8C094D0}","315000","2025-02-21 00:00","PO30 5YJ","D","N","F","1","","LARK RISE","","NEWPORT","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45F8-8922-E063-4804A8C094D0}","199995","2025-05-02 00:00","PO30 5HH","T","N","F","128","","ST JAMES STREET","","NEWPORT","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45FC-8922-E063-4804A8C094D0}","245000","2025-10-16 00:00","PO33 3TZ","T","N","F","33","","HILLRISE AVENUE","BINSTEAD","RYDE","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-45FF-8922-E063-4804A8C094D0}","198100","2025-07-07 00:00","PO33 2UR","T","N","F","12","","LEIGHWOOD CLOSE","","RYDE","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-4601-8922-E063-4804A8C094D0}","206000","2025-12-17 00:00","PO31 8QT","T","N","F","CHAWTON FARM BARNS","4","CHAWTON LANE","","COWES","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-4604-8922-E063-4804A8C094D0}","240000","2025-05-02 00:00","PO30 2RD","T","N","F","11","","ORCHARD MEWS","","NEWPORT","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-4606-8922-E063-4804A8C094D0}","257500","2025-12-12 00:00","PO30 2NJ","D","N","F","ALBERTA","","BUCKBURY LANE","","NEWPORT","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-460C-8922-E063-4804A8C094D0}","427000","2025-03-24 00:00","PO38 2HB","D","N","F","LOWER HOUSE","","CHURCH PLACE","CHALE","VENTNOR","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-4610-8922-E063-4804A8C094D0}","422000","2025-11-14 00:00","PO36 9EG","D","N","F","47","","THE FAIRWAY","LAKE","SANDOWN","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-4620-8922-E063-4804A8C094D0}","290000","2025-11-20 00:00","PO39 0BA","D","N","L","GILMOUR","","ELLISTON ROAD","","TOTLAND BAY","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-4627-8922-E063-4804A8C094D0}","99114","2025-03-17 00:00","PO38 3BY","F","N","L","53","FLAT 2","CLARENCE ROAD","WROXALL","VENTNOR","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-462E-8922-E063-4804A8C094D0}","120000","2025-12-16 00:00","PO30 5JY","F","N","L","LANGTON COURT, 65","FLAT 6","CROCKER STREET","","NEWPORT","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-4630-8922-E063-4804A8C094D0}","225000","2025-03-31 00:00","PO33 4PE","T","N","F","20","","HIGH STREET","WOOTTON BRIDGE","RYDE","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-4633-8922-E063-4804A8C094D0}","262500","2025-05-20 00:00","PO36 9DD","D","N","F","ROSEHAVEN","","HILL STREET","","SANDOWN","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
"{4E75C29D-463B-8922-E063-4804A8C094D0}","344000","2025-02-28 00:00","PO30 2LX","S","N","F","8","","BUCKBURY HEIGHTS","","NEWPORT","ISLE OF WIGHT","ISLE OF WIGHT","A","A"
